,F0,F1,F2,F3,F4,F5,Label
572,0.2992827092,0.2729377291,-0.9139189323,0.0169814606,0.0175951822,0.0094399881,1
573,0.3545954701,0.2633613147,-0.8951733347,0.0511039646,0.0205357651,0.0231128916,0
574,0.3054804661,0.275092761,-0.9110231116,0.0241586295,0.0181245953,0.0114185975,0
575,0.2971851673,0.2729711912,-0.9145663466,0.01545578,0.0198424812,0.0101747815,1
576,0.2909136016,0.2776062231,-0.9151270518,0.0163168029,0.0216493722,0.0105658081,1
577,0.288266255,0.2750253347,-0.9168765737,0.0131636937,0.0187893892,0.0086421549,1
578,0.2976120837,0.2779162311,-0.9128143187,0.016444748,0.0235936723,0.0115127011,1
579,0.295160498,0.2817133267,-0.9125411793,0.0173913923,0.019239919,0.0106703783,1
580,0.2962807689,0.2870770159,-0.9104102629,0.0189645165,0.0216677106,0.0113350784,1
581,0.2866849522,0.2827666175,-0.9150584263,0.0116812203,0.0179467065,0.0080179009,1
582,0.2969369084,0.2819576892,-0.9119024462,0.018398788,0.0171480636,0.0113864493,1
583,0.2933655378,0.2860679681,-0.9118338406,0.0156623845,0.0176897824,0.0101295658,1
584,0.2958938526,0.2907515777,-0.9095876056,0.0116077608,0.0183345424,0.0094763507,1
585,0.2953252231,0.2801092112,-0.9130580239,0.0165527308,0.0165746824,0.0099101302,1
586,0.3007365896,0.2930556096,-0.9068825418,0.0233066224,0.0223704495,0.0140120283,1
587,0.302287255,0.2903116454,-0.9073308645,0.0204482599,0.0223290463,0.0132496654,1
588,0.2976733984,0.2900031195,-0.9090479721,0.0169903005,0.0226458208,0.0109098015,1
589,0.2992713904,0.287209749,-0.9093451514,0.0194143565,0.0229406092,0.0116373872,1
590,0.2937665657,0.2889025817,-0.9106400518,0.0160367351,0.0236677735,0.0124012283,1
591,0.2954225299,0.2911042112,-0.9095531036,0.0160694505,0.017982692,0.0107462578,1
592,0.3793935697,0.3702622829,-0.8461810518,0.0274097342,0.0416252612,0.0214491654,0
593,0.3835407649,0.3937697291,-0.8350932072,0.0177574477,0.0094604452,0.0075080214,0
594,0.3890775777,0.3868180598,-0.835966008,0.0096941092,0.0050557244,0.0056346688,0
595,0.3888584462,0.2971062948,-0.8669327849,0.0702120961,0.055341304,0.0308557594,0
596,0.3882144542,0.3753813307,-0.8415411594,0.0112339174,0.0067893858,0.0038093717,0
597,0.4020038566,0.3760243546,-0.8347421116,0.0111010245,0.0065054758,0.0062155227,0
598,0.379912004,0.3709003426,-0.846738502,0.0212071327,0.0226540068,0.013065367,0
599,0.3819109283,0.3742949402,-0.8448463825,0.0111338952,0.0105607552,0.0068155003,0
600,0.360721239,0.3765410279,-0.8531333586,0.0125714888,0.0069136965,0.0073951031,0
601,0.3503367769,0.3809356414,-0.854703004,0.0310255581,0.0191027577,0.0175338168,0
602,0.3040078008,0.3365758884,-0.886668494,0.0736884235,0.0370173222,0.0362582028,0
603,0.2705870319,0.2697449203,-0.9016864263,0.1383773835,0.1366827142,0.05613799,0
604,0.3825371554,0.3531949243,-0.8531460797,0.017426866,0.0261847717,0.0084321276,0
605,0.3865896813,0.356163255,-0.8502802629,0.0232207915,0.0094838852,0.0095115895,0
606,0.3356197052,0.3138037092,-0.8866523108,0.0357109341,0.0347182271,0.0159270442,0
607,0.4031978645,0.2946414104,-0.8658890598,0.0247294575,0.0116005207,0.0103908086,1
608,0.4140953944,0.2859143825,-0.8639348685,0.0125754617,0.014210788,0.0058728501,1
609,0.37448151,0.3062361116,-0.8742175737,0.0335349768,0.022186909,0.0104804468,1
610,0.3747634064,0.3204305378,-0.8694589761,0.0230224009,0.0146295578,0.0131818334,1
611,0.3836665378,0.3107300797,-0.869107502,0.0240937225,0.0124487899,0.0127851708,1
612,0.3977819084,0.3055788446,-0.8646206255,0.0210604457,0.0147478106,0.0127009906,1
613,0.3941237171,0.2980148805,-0.868917749,0.0224641628,0.0155282271,0.0094743536,1
614,0.4098732749,0.2889440757,-0.8649472988,0.013629336,0.0113472273,0.008174082,1
615,0.0921116056,0.0690139482,-0.9698136255,0.1662857519,0.124841155,0.0545692192,1
616,0.0308237888,0.036307494,-0.9887534861,0.0898183235,0.1047335701,0.032584292,0
617,0.2471649124,0.2559314781,-0.9112705976,0.1431125846,0.1409755957,0.0513723531,0
618,0.2068979522,0.1682643307,-0.9340687092,0.1791091746,0.1451429025,0.0570034551,0
619,0.3281423227,0.2730233426,-0.8939724542,0.1040477254,0.080033312,0.036917541,0
620,0.1826867004,0.2851333865,-0.9343959562,0.103568665,0.0279918308,0.0268098487,0
621,0.1576212446,0.2742561036,-0.9465746135,0.05814348,0.0213906077,0.0098681006,0
622,0.1826562566,0.2822285299,-0.940817247,0.0343124318,0.0242445896,0.0090276884,0
623,0.1398820618,0.2699344143,-0.9493305219,0.0428706245,0.0657500037,0.0133813546,1
624,0.1447586693,0.2765653785,-0.9497030956,0.0187569031,0.0153157504,0.0058488926,1
625,0.162335251,0.2907416853,-0.9426707371,0.0182935138,0.0114946919,0.0046483387,1
626,0.1825448645,0.2893564502,-0.9394444741,0.0152495941,0.0118632661,0.0045806623,1
627,0.1838333785,0.2960413785,-0.93704549,0.0168143835,0.0141802477,0.0051726343,1
628,0.1661555418,0.3054121912,-0.9372654462,0.0214577181,0.0125804613,0.0055245194,1
629,0.1724884502,0.3009840797,-0.9376745976,0.012211159,0.0155626239,0.0055946098,1
630,0.1620549323,0.2952869721,-0.941266259,0.01823319,0.0137166055,0.0064032648,1
631,0.1631729841,0.3011340717,-0.9391206335,0.0213681517,0.0157084189,0.0064774111,1
632,0.1646133028,0.2907367012,-0.9423079044,0.0122038316,0.0161722507,0.0044713424,1
633,0.178284741,0.301829239,-0.9361452072,0.0220845987,0.0142237013,0.0074702435,1
634,0.1665538765,0.3171282629,-0.9330431275,0.0212531482,0.0248035198,0.007287978,1
635,0.1344398805,0.2919153466,-0.9465838845,0.0185142348,0.0175547565,0.00627257,1
636,0.1365390912,0.289198,-0.947207498,0.0149524708,0.0163225619,0.0054379168,1
637,0.1645533147,0.291313761,-0.9420713227,0.0191108835,0.012883473,0.0053778305,1
638,0.1514065896,0.3236483904,-0.9335879562,0.0156571632,0.0210947014,0.0071537864,1
639,0.1609768486,0.3155450319,-0.9347020438,0.0166470723,0.0226801547,0.0076432893,1
640,0.1126141279,0.3224316454,-0.9396119363,0.0202948767,0.0077852093,0.0035824175,1
641,0.1690907801,0.2883595139,-0.941352506,0.0329051029,0.0310697052,0.0080285045,1
642,0.1750212311,0.2464026375,-0.9527015139,0.0283885054,0.0122501193,0.0075572952,1
643,0.1653764382,0.3125353865,-0.9342210677,0.0214626455,0.0404089105,0.0104736802,1
644,0.1670788048,0.3289370558,-0.9290497171,0.0214157305,0.0158357123,0.006504215,1
645,0.1735774661,0.2731793108,-0.9451121793,0.0209612242,0.037628932,0.0123134355,1
646,0.1813708367,0.2684978327,-0.9457918287,0.0141462325,0.0158247047,0.0063851655,1
647,0.1548143068,0.3089761793,-0.9380296454,0.0115352483,0.0221771627,0.0064581386,1
648,0.1479559044,0.3250688167,-0.9337988287,0.0093276263,0.0183389334,0.005984232,1
649,0.1578463745,0.3180334741,-0.9345009044,0.015250524,0.0191418165,0.0069435631,1
650,0.1492351952,0.3363658167,-0.9294298566,0.0185662554,0.0192580799,0.005609227,1
651,0.1157860988,0.3468846773,-0.9305350956,0.0120860282,0.0141524916,0.00476487,1
652,0.1402737008,0.3115239203,-0.9380101235,0.0297348914,0.048720024,0.0124655052,1
653,0.1757594223,0.2747823984,-0.9451023267,0.0110263181,0.0157258173,0.0039993456,1
654,0.1867327809,0.2762945219,-0.9425623586,0.0154585344,0.0107221672,0.0038067576,1
655,0.1524510438,0.3103241195,-0.9376365139,0.0273859535,0.0224513607,0.0064321063,1
656,0.1512353825,0.3404290996,-0.927858992,0.0141687247,0.0099168046,0.0038051016,1
657,0.1647979124,0.3228384343,-0.9314651753,0.0141314937,0.0269646239,0.0079264179,1
658,0.1450104661,0.3229481673,-0.9342897809,0.0170040868,0.0367719213,0.0117353372,1
659,0.128773251,0.3541165976,-0.9260675418,0.0113030065,0.0159680056,0.0059221196,1
660,0.1424522072,0.3135716335,-0.9382259482,0.0218185076,0.0243745146,0.0064864158,1
661,0.1719020797,0.2597913267,-0.9495241554,0.0255271085,0.0244168843,0.0106861226,1
662,0.167769498,0.2669321076,-0.9484350717,0.0249593128,0.0201299065,0.0065869183,1
663,0.1597305737,0.2783089203,-0.9465137171,0.0196405937,0.0264930483,0.0073777607,1
664,0.162195502,0.2841814303,-0.9442782231,0.0274315741,0.0208323956,0.009254653,1
665,0.1895610717,0.277571251,-0.9412727012,0.0191513835,0.0242240343,0.0085347977,1
666,0.1718161076,0.2966045657,-0.9384036932,0.0218369286,0.0365921716,0.0093604661,1
667,0.1442632606,0.3155116135,-0.9374838008,0.0200338429,0.0178974242,0.0065609875,1
668,0.1478881952,0.3455363865,-0.9260701116,0.0196243509,0.0260421526,0.0080357145,1
669,0.1956226773,0.2974147968,-0.9324085657,0.0403615238,0.0467522146,0.0087013963,1
670,0.1752459414,0.2866829562,-0.9396228048,0.0430213951,0.0473864772,0.0106968142,1
671,0.1130020729,0.3563926335,-0.9273189681,0.0148796994,0.0081526431,0.002551579,1
672,0.1752459414,0.2866829562,-0.9396228048,0.0430213951,0.0473864772,0.0106968142,1
673,0.1130020729,0.3563926335,-0.9273189681,0.0148796994,0.0081526431,0.002551579,1
674,0.1688661072,0.2704246414,-0.9469846853,0.0290382806,0.0259156912,0.0077407436,1
675,0.1565842072,0.3076631912,-0.9376428207,0.0239859303,0.03156262,0.008895613,1
676,0.1253314008,0.3390350398,-0.9320507251,0.016253207,0.0178893,0.0066740477,1
677,0.1204886462,0.3191182749,-0.9397928805,0.017139615,0.0113234479,0.0036525108,1
678,0.1441850518,0.3365830996,-0.9301761155,0.0148582821,0.0206145291,0.0070113805,1
679,0.2164400916,0.2740305777,-0.9361497371,0.0364726844,0.0176843686,0.0064454859,1
680,0.1581565713,0.3091590637,-0.9354976335,0.0589576357,0.0271616036,0.0061330764,1
681,0.1453213307,0.3049513665,-0.9406361952,0.0188338661,0.0256849086,0.0086922121,1
682,0.2510305578,0.3167612789,-0.9139091673,0.0175891437,0.0309499751,0.0121924012,1
683,0.2304187291,0.3287141594,-0.9154242191,0.0155033768,0.0236689217,0.0072203131,1
684,0.2173083745,0.3373777809,-0.9157953745,0.0119903478,0.010553864,0.0041212695,1
685,0.2309636215,0.3313415378,-0.914436012,0.0152545809,0.0203478974,0.0053530216,1
686,0.2574598327,0.2944370637,-0.9193312112,0.0222607937,0.0356073738,0.0093782028,1
687,0.2545732709,0.3026319522,-0.9177553426,0.0118730131,0.0327377029,0.0108997819,1
688,0.2350681713,0.318481251,-0.9178003187,0.0204911674,0.0220303535,0.007070781,1
689,0.2560378765,0.3154870876,-0.912738992,0.0329812478,0.0264984176,0.0054912923,1
690,0.2567019044,0.3154220837,-0.9119383386,0.0303920446,0.0439081439,0.0113991826,1
691,0.2599296335,0.3071529761,-0.9137236016,0.026685074,0.0487897863,0.0105023103,1
692,0.2877036614,0.2805375817,-0.9147638367,0.0216906061,0.0342221016,0.009523715,1
693,0.2542092351,0.3390596175,-0.9044987649,0.0436147422,0.0152880249,0.0127378763,1
694,0.3682998606,0.359532239,-0.8531870319,0.0738692118,0.0240135179,0.0336219081,1
695,0.304221502,0.2860735339,-0.9071996215,0.0410656654,0.0289096736,0.0088276923,1
696,0.3166773307,0.2871006096,-0.9029931713,0.0252141206,0.0316461528,0.015963959,1
697,0.2918170398,0.2895510717,-0.9098998486,0.0426229829,0.0338868523,0.0109625172,1
698,0.213588506,0.3657763745,-0.9052920478,0.0261791789,0.015623652,0.0102213156,1
699,0.2543065657,0.3486582709,-0.9011588645,0.0301104901,0.0265546121,0.0081578518,0
700,0.3142891116,0.2899788088,-0.9011556813,0.0388853171,0.0582598145,0.0121181691,0
701,0.3551235737,0.2359341713,-0.9044773825,0.0045743155,0.0107151279,0.0026813919,0
702,0.2480185139,0.3533746096,-0.9013395618,0.0239127021,0.0234083103,0.0089659149,0
703,0.2738691116,0.3583814542,-0.8902393904,0.0295750846,0.0540426712,0.0153917235,0
704,0.3103010916,0.3082056853,-0.8972644024,0.0314902977,0.049464884,0.014166485,0
705,0.3099776375,0.298922502,-0.8995025139,0.0267709133,0.0661036572,0.0191845425,1
706,0.2729874064,0.3358480398,-0.8981768845,0.0474554816,0.059702807,0.0120755993,0
707,0.2803786972,0.3720213386,-0.883421012,0.035716931,0.0328824084,0.0140804274,0
708,0.3022317291,0.334248749,-0.8893719323,0.0598601274,0.0416906623,0.0250985807,0
709,0.3048717769,0.3085124861,-0.8971225179,0.0717445406,0.0311826058,0.0304102207,0
710,0.2876590518,0.264158996,-0.9201135976,0.0228537846,0.0162992414,0.008677324,1
711,0.2718273267,0.2720998406,-0.9197011713,0.0581816718,0.0524546513,0.0092076083,0
712,0.2157417092,0.3021989323,-0.9282565697,0.0158731365,0.0136232708,0.0057921288,1
713,0.2284483307,0.3015252072,-0.9253755259,0.018078295,0.0145844533,0.0058762525,1
714,0.2397397729,0.2783716494,-0.9294062869,0.0168724146,0.0299566789,0.0074800463,1
715,0.236084753,0.2486054542,-0.9392396653,0.0128865446,0.0104875503,0.0034774611,1
716,0.2420446494,0.2534659044,-0.9364460717,0.009947409,0.0111169432,0.0039472958,1
717,0.2550352948,0.2353324462,-0.9372303665,0.0208991391,0.0266610735,0.0052323322,1
718,0.2528905657,0.2599127371,-0.9304275458,0.0251591647,0.0454735395,0.0097742609,1
719,0.2378405976,0.3118119801,-0.9195787649,0.0155605421,0.01692327,0.0071791101,1
720,0.2331868606,0.3092544462,-0.9216616813,0.0167210998,0.0141322337,0.0067803062,1
721,0.2347996255,0.3091301275,-0.921175251,0.0186754814,0.0190964562,0.0055135573,1
722,0.2873843227,0.2021821355,-0.9358460956,0.018935781,0.0180375632,0.0063900079,1
723,0.3024760438,0.192636502,-0.9331315339,0.0209694868,0.0136265963,0.0062899756,1
724,0.2512918287,0.2791813705,-0.9256128526,0.0246640824,0.0388410137,0.0058311738,1
725,0.2909878127,0.2910241554,-0.9095234183,0.0515834291,0.0201976272,0.0181483173,0
726,0.2428970637,0.2974712629,-0.9222049482,0.0354162621,0.0265983325,0.0093846379,1
727,0.2799528048,0.2545629482,-0.9245997131,0.0191780166,0.0382612692,0.0103804491,1
728,0.2404060558,0.3114860876,-0.9190787092,0.0124247108,0.01687354,0.006047826,1
729,0.2409021633,0.3112340598,-0.9189368167,0.0151359147,0.0187530107,0.0085951307,1
730,0.2320309243,0.3006776892,-0.9249240717,0.0108631981,0.0113534931,0.0048079548,1
731,0.3086314422,0.2681541235,-0.9116913944,0.0325817364,0.0233678069,0.0071526415,1
732,0.3172205179,0.2592377171,-0.911825498,0.0179623134,0.0187804034,0.0081153613,1
733,0.3262721633,0.2602074741,-0.9084290199,0.0160467688,0.0173603812,0.0060367974,1
734,0.2987346175,0.2599064104,-0.9179321394,0.0180107778,0.0159420711,0.005321492,1
735,0.3045408446,0.2488823865,-0.9190485976,0.011934719,0.0221068807,0.0055609228,1
736,0.2447493944,0.3505564064,-0.9037209004,0.0142098571,0.0160387976,0.0061051747,1
737,0.2322629562,0.3571471992,-0.9044792869,0.0124954726,0.0148394558,0.0063768338,1
738,0.2284539562,0.3589310876,-0.9046540876,0.0168829545,0.0157591047,0.0066975733,1
739,0.2850177769,0.2848528566,-0.9124251873,0.0478227179,0.0527361228,0.0059925655,1
740,0.3121771753,0.2467608167,-0.9172239761,0.0126107835,0.0134134789,0.0039658118,0
741,0.2970579761,0.253105502,-0.9192790677,0.0389708612,0.0321837946,0.0081010355,1
742,0.2477559841,0.3171672988,-0.9150644024,0.0183240094,0.016958171,0.0074611078,1
743,0.2985426255,0.2729162311,-0.9139143904,0.0253883841,0.0202792527,0.0096840859,0
744,0.184809753,0.1575745578,-0.9460069363,0.1594169809,0.1360026754,0.0466474447,0
745,0.1803736574,0.244830243,-0.9375012032,0.0989908518,0.1327269743,0.0346316173,0
746,0.24790351,0.3181512191,-0.9126732151,0.041827221,0.0487795353,0.014910144,0
747,0.2614063112,0.3061239562,-0.8948273426,0.1370914082,0.1254374447,0.0520602037,0
748,0.2884829801,0.3412726295,-0.8945668127,0.0058296019,0.0041566399,0.0030788851,0
749,0.276881243,0.3378464143,-0.8991176215,0.0197126754,0.0195945159,0.0033900248,0
750,0.283465012,0.2970404382,-0.9103763665,0.0369849531,0.033895166,0.0106142722,0
751,0.0982982231,0.0956315896,-0.9675130757,0.1481614823,0.1439928063,0.0492417721,0
752,0.133903992,0.1770358924,-0.9503066135,0.1288129823,0.1696272594,0.0477407515,0
753,0.2729132629,0.3217143108,-0.9050663267,0.0421524599,0.0270350447,0.0191169643,0
754,0.3288029004,0.3384035578,-0.8814946454,0.0141852793,0.0106709916,0.0048789186,0
755,0.3015858247,0.3393381992,-0.8893584183,0.049214489,0.0183230311,0.0133942697,0
756,0.2380499721,0.3031880518,-0.917269992,0.0433246902,0.0882299519,0.0190624503,0
757,0.2467284343,0.3525056892,-0.8995617131,0.0491674479,0.0556574026,0.0117658439,0
758,0.3286220438,0.2720095578,-0.9044197211,0.0026586313,0.0055000947,0.0024544666,1
759,0.3382952191,0.2775937729,-0.8991364821,0.0046462683,0.0047395991,0.0027466487,1
760,0.3440036454,0.2697695219,-0.8992600199,0.0119356884,0.0059254673,0.0063013468,1
761,0.345684259,0.2752187291,-0.8970753705,0.0018679828,0.0027164974,0.0014349845,1
762,0.3468739363,0.2777591116,-0.895833757,0.002123069,0.0021846159,0.0009673062,1
763,0.3452899243,0.2767983187,-0.8967331992,0.0035111161,0.0032878662,0.001982863,1
764,0.3481700598,0.2853362629,-0.8925618048,0.0188181211,0.0158159185,0.009487903,0
765,0.3509323586,0.2828092629,-0.8926595139,0.0013431774,0.0044613086,0.0016398236,1
766,0.3541906454,0.2777757649,-0.8929575458,0.0013150456,0.0035731246,0.0013979936,1
767,0.3427496135,0.2807165976,-0.8961742869,0.0217901421,0.0092733858,0.0056335679,1
768,0.3351035777,0.270628741,-0.9022969482,0.015209405,0.0091192896,0.0033823714,1
769,0.3391916096,0.2993207251,-0.8893851394,0.0575956824,0.0245210245,0.0207766014,0
770,0.2863983227,0.2479050677,-0.9145345857,0.104449355,0.0900458471,0.0335804964,0
771,0.2588233347,0.2260396534,-0.9233170518,0.1273171158,0.1079528797,0.0392261385,0
772,0.2866698048,0.261822502,-0.9007108645,0.1394104236,0.1273618176,0.0483023512,0
773,0.3341254661,0.2905064741,-0.8961993347,0.0146245259,0.0207295281,0.0122204072,0
774,0.3295358845,0.2710751474,-0.9035164143,0.0211656558,0.0300631529,0.0151884606,0
775,0.3175591753,0.2417824542,-0.91684149,0.002192697,0.0092911901,0.0028180388,1
776,0.3158477888,0.2416827809,-0.9175085378,0.0009631622,0.002480349,0.0008001321,1
777,0.3124275936,0.2450932789,-0.9177674183,0.0008194803,0.0043288054,0.0013572701,1
778,0.3130361594,0.2514696375,-0.9158381992,0.0008932942,0.0031819816,0.000949852,1
779,0.3126520199,0.2542971992,-0.9151913108,0.0009961557,0.0022796334,0.0006381102,1
780,0.3124273386,0.2563853466,-0.9146854223,0.0010840997,0.0021304011,0.0007278315,1
781,0.3128317729,0.2553001673,-0.9148517809,0.0006965459,0.0018623233,0.0005877432,1
782,0.311017749,0.2522686255,-0.9163101992,0.0009834317,0.0016716296,0.0006102856,1
783,0.3095117251,0.2506984104,-0.9172510837,0.0007604939,0.0015556125,0.0004708111,1
784,0.3089499562,0.2576188247,-0.9155183665,0.0010047662,0.0026152252,0.0009062391,1
785,0.3082768167,0.2559867689,-0.9162053904,0.0005138468,0.0017944268,0.0005856068,1
786,0.3079815378,0.2514120478,-0.9175662789,0.000792662,0.0031456194,0.0009759105,1
787,0.3084168406,0.2535714502,-0.9168290677,0.0007138308,0.0020325177,0.0006051029,1
788,0.3095670398,0.2530828924,-0.9165756614,0.0009735163,0.0021790364,0.0008069055,1
789,0.3087586175,0.2550983307,-0.9162908207,0.0005131728,0.0018731708,0.0005613819,1
790,0.3085789124,0.2589039402,-0.9152806534,0.0008031017,0.0027420178,0.0009516089,1
791,0.3081628247,0.2580780757,-0.9156180797,0.0071127028,0.0046527844,0.0016330909,1
792,0.2824051036,0.2442348367,-0.927228749,0.0224325286,0.0171552366,0.006786409,0
793,0.2850849044,0.2392197012,-0.9281514183,0.0014803609,0.0055615619,0.0015287813,0
794,0.2855683466,0.2399440598,-0.9278278845,0.0010210777,0.0033316244,0.0008741748,1
795,0.2877744582,0.2405239243,-0.9269963865,0.0014881288,0.002952803,0.0009406892,1
796,0.2885614223,0.243587004,-0.9259491355,0.0013456599,0.0036318764,0.000943374,0
797,0.2870517689,0.2483998486,-0.9251387809,0.0008893883,0.0038756117,0.0011152028,1
798,0.2867681833,0.2495694661,-0.9249173147,0.0008160005,0.0023894411,0.0007953441,1
799,0.2864906414,0.248405494,-0.9253139801,0.0009737185,0.0031452939,0.0010515252,1
800,0.2865420239,0.2444903267,-0.926339749,0.0013054054,0.0031977125,0.0009596256,1
801,0.2874003825,0.2458733665,-0.9257081633,0.0008900251,0.0031459489,0.0009854563,1
802,0.2868186653,0.2458738964,-0.9258801036,0.001228732,0.0049201468,0.0011968173,0
803,0.286965753,0.2518367809,-0.9242389363,0.0012581585,0.0029178209,0.0010927996,1
804,0.2864541315,0.2517937291,-0.9244121036,0.0008708477,0.0021778174,0.0008208436,1
805,0.2823174462,0.2432709163,-0.9269879482,0.0310823726,0.0278343781,0.0082811079,1
806,0.2832051514,0.2389186693,-0.9288118964,0.0013775049,0.0042395068,0.0011054361,1
807,0.2839944223,0.2402310438,-0.9282395219,0.0008692151,0.0024740666,0.0008615714,1
808,0.2837163546,0.2389686614,-0.9286504542,0.001189642,0.0023090106,0.0008064144,1
809,0.2844465498,0.2404296414,-0.9280505219,0.0009022169,0.0021588131,0.0006924225,1
810,0.28529549,0.2436198287,-0.9269579004,0.0010701444,0.0017601996,0.0007646906,1
811,0.2860003904,0.2447553626,-0.926441988,0.000928148,0.0016153812,0.0006320728,1
812,0.2866974223,0.2449357849,-0.9261687052,0.00171793,0.0041526981,0.001541387,1
813,0.2906983626,0.2454231713,-0.9247859801,0.0017554998,0.0051536356,0.0017804057,1
814,0.2881184382,0.2449473386,-0.9257226414,0.0015957911,0.0047083788,0.0012203805,0
815,0.2882343825,0.2506556574,-0.9241544821,0.0013808311,0.0052257359,0.0013849233,1
816,0.2887781315,0.2508624661,-0.923921745,0.0016979421,0.0062095499,0.001541666,0
817,0.2896283187,0.2559550757,-0.9222700837,0.0017385478,0.0039769555,0.0012221197,1
818,0.2901905697,0.2527843187,-0.9229625339,0.0023298558,0.0046126422,0.0017022199,1
819,0.294041753,0.2510025896,-0.922230259,0.0017524893,0.0047582745,0.0016754879,1
820,0.29379749,0.2535093307,-0.9216021713,0.0023210618,0.0074519816,0.0021390705,0
821,0.2959951036,0.2630946135,-0.9182092271,0.0032777002,0.0064125132,0.0028386033,1
822,0.2984411116,0.2632778127,-0.9173701633,0.0032546779,0.0057791655,0.0023873548,1
823,0.2960954104,0.2635821355,-0.9180480398,0.0031681439,0.0049720051,0.0022332029,0
824,0.3040994303,0.2603896414,-0.9161369203,0.0157201529,0.0103499062,0.007727757,0
825,0.2885356773,0.2486602231,-0.9242229841,0.0201252302,0.0151682589,0.0095941729,0
826,0.2834632072,0.2442679124,-0.9273410717,0.0011549342,0.0041987841,0.0011790756,1
827,0.2896240637,0.2499814263,-0.9239104343,0.0013641443,0.003754526,0.0008379705,1
828,0.2913140916,0.2501342789,-0.9233431753,0.0012075596,0.0020669288,0.0007677673,1
829,0.2936431952,0.251566749,-0.9222056295,0.0017428599,0.0043439505,0.0016591623,1
830,0.2945222829,0.2547151036,-0.9210585179,0.0020269949,0.0045202578,0.0018809599,1
831,0.2943993626,0.2542965179,-0.9212264422,0.0008997914,0.0016816339,0.0006624492,1
832,0.2933743108,0.2567723506,-0.9208604502,0.001536569,0.0033905776,0.0012918754,1
833,0.2932637689,0.2536501036,-0.921757004,0.0014959258,0.0042245763,0.0013770376,1
834,0.2900067371,0.2603649124,-0.9208607849,0.0066655904,0.0082465732,0.0030307892,0
835,0.2900067371,0.2603649124,-0.9208607849,0.0066655904,0.0082465732,0.0030307892,1
836,0.2931267888,0.2628003745,-0.9192437331,0.0014692017,0.0011327665,0.0004794186,1
837,0.295585506,0.2614154064,-0.9188473307,0.0009372466,0.0030359349,0.0008478862,1
838,0.2953335339,0.2579622271,-0.9199073068,0.0005732479,0.0018467404,0.0005915788,1
839,0.2939516096,0.25726349,-0.9205454542,0.0009408711,0.0016521185,0.0006485275,1
840,0.2958249163,0.2580330398,-0.9197263705,0.001563878,0.0025462145,0.0010481633,1
841,0.2997076853,0.2593269004,-0.9180908446,0.0020770374,0.0050975737,0.0019461379,1
842,0.3012128167,0.2600076574,-0.917412506,0.001407616,0.0041619351,0.0013415825,1
843,0.2973893466,0.2519627729,-0.9208897928,0.0025778023,0.0051806901,0.0016846583,0
844,0.3152556494,0.2904130359,-0.9031654462,0.0103498665,0.019414777,0.0090711676,1
845,0.3223013466,0.2978426773,-0.8985308367,0.0024260702,0.0064149879,0.0026282703,1
846,0.3225847888,0.2851302032,-0.9025510956,0.002251921,0.0056385213,0.0021198955,0
847,0.3214577052,0.2905991992,-0.9012148287,0.002663716,0.0044382973,0.0014521804,0
848,0.3200226135,0.2833260159,-0.9040279562,0.0022198527,0.0061039224,0.0017478627,1
849,0.3234118765,0.2861688327,-0.9019327331,0.0016069632,0.0048261183,0.0019168395,1
850,0.3208451594,0.2912001355,-0.9012434502,0.0013028362,0.0041880847,0.0013791954,1
851,0.321871761,0.2892389402,-0.9015074104,0.0010383196,0.0044818551,0.001628578,1
852,0.3208863865,0.2837922869,-0.9035646972,0.0017678539,0.0073590344,0.00272926,1
853,0.3214325697,0.283696745,-0.9034196653,0.0020241575,0.0048949578,0.0014431441,1
854,0.3120912191,0.2887733187,-0.9049896614,0.0113270552,0.0074191242,0.0044042768,1
855,0.318541506,0.2910815697,-0.9020858247,0.0022651591,0.0057956252,0.0022914449,1
856,0.3176797809,0.2897588287,-0.9028324582,0.0015854711,0.002989085,0.0011983128,1
857,0.3188975857,0.2905233147,-0.9021586135,0.0011109462,0.0028050241,0.0010948171,1
858,0.319876,0.2914681793,-0.9015093347,0.0010764829,0.0021507146,0.0008710115,1
859,0.3205425896,0.2835933426,-0.9037777131,0.0012555309,0.0031291523,0.0013005878,1
860,0.3224303984,0.277851506,-0.9048338805,0.0040170612,0.009086887,0.003757057,0
861,0.3264371673,0.293160996,-0.8981993865,0.0115959949,0.0219466195,0.0108226779,0
862,0.3185496135,0.2804841394,-0.9037992749,0.0442103346,0.0273020782,0.0173696527,0
863,0.2967937012,0.2621704462,-0.9180529562,0.0124187064,0.0138777535,0.0034754198,0
864,0.3131241713,0.2911273466,-0.9030552351,0.0288938045,0.0273985459,0.0101908624,0
865,0.1696783944,0.1559379681,-0.9448353028,0.1656499424,0.1538962025,0.0552711562,0
866,0.3127753745,0.2797395578,-0.9070709522,0.022370919,0.0210336099,0.0140295489,0
867,0.2979851594,0.2591673705,-0.9186835219,0.0042310716,0.0057614817,0.0025692469,1
868,0.3094054104,0.2752623944,-0.910193757,0.0025958629,0.0057862127,0.002444446,1
869,0.2947575857,0.2576041594,-0.9161506215,0.063287471,0.0555729321,0.0182349635,1
870,0.3035577171,0.2699095179,-0.9137440837,0.006287694,0.0048642727,0.0031750585,1
871,0.3078395657,0.2741754422,-0.9110544821,0.0036440095,0.004832483,0.0023854762,1
872,0.312801008,0.2739706972,-0.9093222072,0.010401211,0.009711793,0.0051207773,1
